,station,date,prcp
0,USC00519397,2010-01-01,0.08
1,USC00519397,2010-01-02,0.0
2,USC00519397,2010-01-03,0.0
3,USC00519397,2010-01-04,0.0
5,USC00519397,2010-01-07,0.06
6,USC00519397,2010-01-08,0.0
7,USC00519397,2010-01-09,0.0
8,USC00519397,2010-01-10,0.0
9,USC00519397,2010-01-11,0.01
10,USC00519397,2010-01-12,0.0
11,USC00519397,2010-01-14,0.0
12,USC00519397,2010-01-15,0.0
13,USC00519397,2010-01-16,0.0
14,USC00519397,2010-01-17,0.0
15,USC00519397,2010-01-18,0.0
16,USC00519397,2010-01-19,0.0
17,USC00519397,2010-01-20,0.0
18,USC00519397,2010-01-21,0.0
19,USC00519397,2010-01-22,0.0
20,USC00519397,2010-01-23,0.0
21,USC00519397,2010-01-24,0.01
22,USC00519397,2010-01-25,0.0
23,USC00519397,2010-01-26,0.04
24,USC00519397,2010-01-27,0.12
25,USC00519397,2010-01-28,0.0
27,USC00519397,2010-01-31,0.03
28,USC00519397,2010-02-01,0.01
30,USC00519397,2010-02-04,0.01
31,USC00519397,2010-02-05,0.0
32,USC00519397,2010-02-06,0.0
33,USC00519397,2010-02-07,0.0
34,USC00519397,2010-02-08,0.0
35,USC00519397,2010-02-09,0.0
36,USC00519397,2010-02-11,0.0
37,USC00519397,2010-02-12,0.02
38,USC00519397,2010-02-13,0.01
39,USC00519397,2010-02-14,0.0
40,USC00519397,2010-02-15,0.0
41,USC00519397,2010-02-16,0.0
42,USC00519397,2010-02-17,0.0
44,USC00519397,2010-02-20,0.03
45,USC00519397,2010-02-21,0.0
46,USC00519397,2010-02-22,0.0
47,USC00519397,2010-02-23,0.0
48,USC00519397,2010-02-24,0.0
49,USC00519397,2010-02-25,0.0
50,USC00519397,2010-02-26,0.0
51,USC00519397,2010-02-28,0.0
52,USC00519397,2010-03-01,0.01
53,USC00519397,2010-03-02,0.0
54,USC00519397,2010-03-03,0.0
55,USC00519397,2010-03-04,0.12
56,USC00519397,2010-03-05,0.08
57,USC00519397,2010-03-06,0.03
58,USC00519397,2010-03-07,0.0
59,USC00519397,2010-03-08,0.43
60,USC00519397,2010-03-09,0.06
62,USC00519397,2010-03-12,0.0
63,USC00519397,2010-03-13,0.0
64,USC00519397,2010-03-14,0.0
65,USC00519397,2010-03-15,0.06
66,USC00519397,2010-03-17,0.0
67,USC00519397,2010-03-18,0.0
68,USC00519397,2010-03-21,0.0
69,USC00519397,2010-03-22,0.0
70,USC00519397,2010-03-23,0.0
71,USC00519397,2010-03-24,0.0
73,USC00519397,2010-03-27,0.0
74,USC00519397,2010-03-28,0.0
75,USC00519397,2010-03-29,0.0
76,USC00519397,2010-03-30,0.0
77,USC00519397,2010-03-31,0.0
78,USC00519397,2010-04-01,0.0
79,USC00519397,2010-04-02,0.01
80,USC00519397,2010-04-03,0.17
81,USC00519397,2010-04-04,0.15
82,USC00519397,2010-04-05,0.27
83,USC00519397,2010-04-06,0.01
84,USC00519397,2010-04-08,0.0
85,USC00519397,2010-04-09,0.01
86,USC00519397,2010-04-10,0.0
87,USC00519397,2010-04-11,0.01
88,USC00519397,2010-04-12,0.01
89,USC00519397,2010-04-13,0.0
90,USC00519397,2010-04-15,0.0
91,USC00519397,2010-04-16,0.01
92,USC00519397,2010-04-17,0.0
93,USC00519397,2010-04-18,0.0
94,USC00519397,2010-04-19,0.0
95,USC00519397,2010-04-20,0.04
96,USC00519397,2010-04-21,0.01
97,USC00519397,2010-04-22,0.0
98,USC00519397,2010-04-23,0.02
99,USC00519397,2010-04-24,0.0
100,USC00519397,2010-04-25,0.0
101,USC00519397,2010-04-26,0.0
102,USC00519397,2010-04-28,0.0
103,USC00519397,2010-04-30,0.0
104,USC00519397,2010-05-01,0.0
105,USC00519397,2010-05-02,0.03
106,USC00519397,2010-05-03,0.2
107,USC00519397,2010-05-04,0.08
108,USC00519397,2010-05-05,0.01
109,USC00519397,2010-05-06,0.0
110,USC00519397,2010-05-07,0.05
111,USC00519397,2010-05-08,0.0
112,USC00519397,2010-05-09,0.0
113,USC00519397,2010-05-10,0.0
114,USC00519397,2010-05-11,0.0
115,USC00519397,2010-05-13,0.0
116,USC00519397,2010-05-14,0.0
117,USC00519397,2010-05-15,0.0
118,USC00519397,2010-05-16,0.03
119,USC00519397,2010-05-17,0.0
120,USC00519397,2010-05-18,0.0
121,USC00519397,2010-05-19,0.0
123,USC00519397,2010-05-22,0.0
124,USC00519397,2010-05-23,0.05
125,USC00519397,2010-05-24,0.0
126,USC00519397,2010-05-25,0.0
127,USC00519397,2010-05-26,0.02
128,USC00519397,2010-05-27,0.0
129,USC00519397,2010-05-28,0.0
130,USC00519397,2010-05-29,0.0
131,USC00519397,2010-05-30,0.0
132,USC00519397,2010-05-31,0.0
133,USC00519397,2010-06-01,0.0
134,USC00519397,2010-06-02,0.01
135,USC00519397,2010-06-03,0.0
136,USC00519397,2010-06-04,0.0
137,USC00519397,2010-06-05,0.0
138,USC00519397,2010-06-06,0.0
139,USC00519397,2010-06-07,0.0
140,USC00519397,2010-06-08,0.0
141,USC00519397,2010-06-09,0.0
142,USC00519397,2010-06-10,0.0
143,USC00519397,2010-06-11,0.0
144,USC00519397,2010-06-12,0.0
145,USC00519397,2010-06-13,0.0
146,USC00519397,2010-06-14,0.0
147,USC00519397,2010-06-15,0.0
148,USC00519397,2010-06-16,0.0
149,USC00519397,2010-06-17,0.0
150,USC00519397,2010-06-18,0.0
151,USC00519397,2010-06-19,0.0
152,USC00519397,2010-06-20,0.0
153,USC00519397,2010-06-21,0.0
154,USC00519397,2010-06-22,0.0
155,USC00519397,2010-06-23,0.0
156,USC00519397,2010-06-24,0.0
157,USC00519397,2010-06-25,0.0
158,USC00519397,2010-06-26,0.02
159,USC00519397,2010-06-27,0.0
160,USC00519397,2010-06-28,0.0
161,USC00519397,2010-06-29,0.0
162,USC00519397,2010-06-30,0.0
163,USC00519397,2010-07-01,0.01
164,USC00519397,2010-07-02,0.05
165,USC00519397,2010-07-03,0.09
166,USC00519397,2010-07-04,0.05
167,USC00519397,2010-07-05,0.06
168,USC00519397,2010-07-06,0.08
169,USC00519397,2010-07-07,0.08
170,USC00519397,2010-07-08,0.03
171,USC00519397,2010-07-09,0.06
172,USC00519397,2010-07-10,0.09
173,USC00519397,2010-07-11,0.0
174,USC00519397,2010-07-12,0.0
175,USC00519397,2010-07-13,0.0
177,USC00519397,2010-07-17,0.02
178,USC00519397,2010-07-18,0.0
179,USC00519397,2010-07-19,0.04
180,USC00519397,2010-07-21,0.0
181,USC00519397,2010-07-22,0.0
182,USC00519397,2010-07-24,0.0
183,USC00519397,2010-07-25,0.0
184,USC00519397,2010-07-26,0.0
185,USC00519397,2010-07-27,0.0
186,USC00519397,2010-07-28,0.0
187,USC00519397,2010-07-29,0.0
188,USC00519397,2010-07-30,0.0
189,USC00519397,2010-07-31,0.02
190,USC00519397,2010-08-01,0.04
191,USC00519397,2010-08-02,0.01
192,USC00519397,2010-08-03,0.02
193,USC00519397,2010-08-04,0.07
194,USC00519397,2010-08-05,0.08
195,USC00519397,2010-08-06,0.03
196,USC00519397,2010-08-07,0.0
197,USC00519397,2010-08-08,0.0
198,USC00519397,2010-08-09,0.0
199,USC00519397,2010-08-10,0.0
200,USC00519397,2010-08-11,0.0
201,USC00519397,2010-08-12,0.0
202,USC00519397,2010-08-13,0.0
203,USC00519397,2010-08-14,0.0
204,USC00519397,2010-08-15,0.01
205,USC00519397,2010-08-16,0.0
206,USC00519397,2010-08-17,0.05
207,USC00519397,2010-08-18,0.0
208,USC00519397,2010-08-19,0.0
209,USC00519397,2010-08-20,0.0
210,USC00519397,2010-08-21,0.0
211,USC00519397,2010-08-22,0.0
212,USC00519397,2010-08-23,0.01
213,USC00519397,2010-08-24,0.0
214,USC00519397,2010-08-25,0.04
215,USC00519397,2010-08-26,0.03
216,USC00519397,2010-08-27,0.0
217,USC00519397,2010-08-28,0.04
218,USC00519397,2010-08-29,0.0
219,USC00519397,2010-08-30,0.0
220,USC00519397,2010-08-31,0.0
221,USC00519397,2010-09-01,0.0
222,USC00519397,2010-09-02,0.02
223,USC00519397,2010-09-03,0.04
224,USC00519397,2010-09-04,0.01
225,USC00519397,2010-09-05,0.0
226,USC00519397,2010-09-06,0.0
227,USC00519397,2010-09-07,0.06
228,USC00519397,2010-09-08,0.0
229,USC00519397,2010-09-09,0.0
230,USC00519397,2010-09-10,0.0
231,USC00519397,2010-09-11,0.05
232,USC00519397,2010-09-12,0.0
233,USC00519397,2010-09-13,0.0
234,USC00519397,2010-09-14,0.0
235,USC00519397,2010-09-15,0.0
236,USC00519397,2010-09-16,0.0
237,USC00519397,2010-09-17,0.0
238,USC00519397,2010-09-19,0.0
239,USC00519397,2010-09-20,0.0
240,USC00519397,2010-09-21,0.0
241,USC00519397,2010-09-22,0.04
242,USC00519397,2010-09-23,0.0
243,USC00519397,2010-09-24,0.0
244,USC00519397,2010-09-25,0.0
245,USC00519397,2010-09-26,0.0
246,USC00519397,2010-09-27,0.0
247,USC00519397,2010-09-28,0.0
248,USC00519397,2010-09-29,0.0
249,USC00519397,2010-09-30,0.57
250,USC00519397,2010-10-01,0.31
251,USC00519397,2010-10-02,0.03
252,USC00519397,2010-10-03,0.0
253,USC00519397,2010-10-04,0.06
254,USC00519397,2010-10-05,0.0
255,USC00519397,2010-10-06,0.0
256,USC00519397,2010-10-07,0.0
257,USC00519397,2010-10-08,0.0
258,USC00519397,2010-10-09,0.0
259,USC00519397,2010-10-10,0.0
260,USC00519397,2010-10-11,0.0
261,USC00519397,2010-10-12,0.0
262,USC00519397,2010-10-13,0.0
263,USC00519397,2010-10-15,0.0
264,USC00519397,2010-10-16,0.0
265,USC00519397,2010-10-17,0.0
266,USC00519397,2010-10-18,0.0
267,USC00519397,2010-10-19,0.07
268,USC00519397,2010-10-20,0.0
269,USC00519397,2010-10-21,0.0
270,USC00519397,2010-10-22,0.0
271,USC00519397,2010-10-23,0.0
272,USC00519397,2010-10-24,0.0
273,USC00519397,2010-10-25,0.0
274,USC00519397,2010-10-26,0.07
275,USC00519397,2010-10-27,0.05
276,USC00519397,2010-10-28,0.06
277,USC00519397,2010-10-29,0.03
278,USC00519397,2010-10-30,0.02
279,USC00519397,2010-10-31,0.0
280,USC00519397,2010-11-01,0.01
281,USC00519397,2010-11-02,0.01
283,USC00519397,2010-11-05,0.0
284,USC00519397,2010-11-06,0.0
285,USC00519397,2010-11-07,0.0
286,USC00519397,2010-11-08,0.0
287,USC00519397,2010-11-09,0.0
288,USC00519397,2010-11-10,0.23
289,USC00519397,2010-11-11,0.0
290,USC00519397,2010-11-12,0.0
291,USC00519397,2010-11-13,0.0
292,USC00519397,2010-11-16,0.0
293,USC00519397,2010-11-17,0.0
295,USC00519397,2010-11-20,0.03
296,USC00519397,2010-11-21,0.0
297,USC00519397,2010-11-22,0.0
298,USC00519397,2010-11-23,0.0
299,USC00519397,2010-11-24,0.0
300,USC00519397,2010-11-25,0.0
301,USC00519397,2010-11-27,0.0
302,USC00519397,2010-11-28,0.0
303,USC00519397,2010-11-29,0.0
304,USC00519397,2010-11-30,0.0
305,USC00519397,2010-12-01,0.04
306,USC00519397,2010-12-03,0.0
307,USC00519397,2010-12-04,0.0
308,USC00519397,2010-12-06,0.0
309,USC00519397,2010-12-07,0.0
310,USC00519397,2010-12-08,0.0
311,USC00519397,2010-12-09,0.0
312,USC00519397,2010-12-10,1.58
313,USC00519397,2010-12-11,0.77
314,USC00519397,2010-12-12,0.0
315,USC00519397,2010-12-13,0.0
316,USC00519397,2010-12-14,0.0
317,USC00519397,2010-12-15,0.0
318,USC00519397,2010-12-16,0.0
319,USC00519397,2010-12-17,0.0
320,USC00519397,2010-12-18,0.0
321,USC00519397,2010-12-19,1.4
322,USC00519397,2010-12-23,0.0
323,USC00519397,2010-12-24,0.0
325,USC00519397,2010-12-27,0.13
326,USC00519397,2010-12-28,0.55
327,USC00519397,2010-12-29,0.06
328,USC00519397,2010-12-30,0.01
329,USC00519397,2010-12-31,0.0
330,USC00519397,2011-01-01,0.0
331,USC00519397,2011-01-02,0.0
332,USC00519397,2011-01-03,0.0
333,USC00519397,2011-01-04,0.0
334,USC00519397,2011-01-05,0.0
335,USC00519397,2011-01-06,0.01
336,USC00519397,2011-01-07,0.0
337,USC00519397,2011-01-08,0.0
338,USC00519397,2011-01-09,0.0
339,USC00519397,2011-01-10,0.0
340,USC00519397,2011-01-11,0.09
342,USC00519397,2011-01-14,0.03
343,USC00519397,2011-01-15,0.0
344,USC00519397,2011-01-16,0.0
345,USC00519397,2011-01-17,0.0
346,USC00519397,2011-01-18,0.0
347,USC00519397,2011-01-19,0.03
348,USC00519397,2011-01-20,0.0
349,USC00519397,2011-01-21,0.0
350,USC00519397,2011-01-22,0.0
351,USC00519397,2011-01-23,0.0
352,USC00519397,2011-01-24,0.0
353,USC00519397,2011-01-25,0.0
354,USC00519397,2011-01-27,0.0
355,USC00519397,2011-01-28,0.0
356,USC00519397,2011-01-29,0.0
357,USC00519397,2011-01-30,0.0
358,USC00519397,2011-01-31,0.22
359,USC00519397,2011-02-01,0.0
360,USC00519397,2011-02-02,0.0
361,USC00519397,2011-02-03,0.0
362,USC00519397,2011-02-04,0.0
363,USC00519397,2011-02-05,0.0
364,USC00519397,2011-02-06,0.0
365,USC00519397,2011-02-07,1.29
366,USC00519397,2011-02-08,1.3
367,USC00519397,2011-02-09,0.0
368,USC00519397,2011-02-10,0.29
370,USC00519397,2011-02-13,0.0
371,USC00519397,2011-02-14,0.04
372,USC00519397,2011-02-15,0.05
373,USC00519397,2011-02-16,0.0
374,USC00519397,2011-02-19,0.0
375,USC00519397,2011-02-20,1.72
376,USC00519397,2011-02-21,0.0
377,USC00519397,2011-02-22,0.82
378,USC00519397,2011-02-23,0.0
379,USC00519397,2011-02-24,0.2
380,USC00519397,2011-02-25,0.0
381,USC00519397,2011-02-26,0.0
382,USC00519397,2011-02-27,0.0
383,USC00519397,2011-02-28,0.0
384,USC00519397,2011-03-01,0.1
385,USC00519397,2011-03-02,0.0
386,USC00519397,2011-03-03,0.0
387,USC00519397,2011-03-04,0.88
388,USC00519397,2011-03-05,0.4
389,USC00519397,2011-03-06,0.03
391,USC00519397,2011-03-09,0.2
392,USC00519397,2011-03-10,0.15
393,USC00519397,2011-03-12,0.0
394,USC00519397,2011-03-13,0.0
395,USC00519397,2011-03-14,0.0
396,USC00519397,2011-03-16,0.0
397,USC00519397,2011-03-17,0.01
398,USC00519397,2011-03-18,0.05
399,USC00519397,2011-03-19,0.01
400,USC00519397,2011-03-20,0.02
401,USC00519397,2011-03-21,0.0
402,USC00519397,2011-03-22,0.02
403,USC00519397,2011-03-23,0.0
404,USC00519397,2011-03-24,0.06
405,USC00519397,2011-03-25,0.0
406,USC00519397,2011-03-26,0.0
407,USC00519397,2011-03-27,0.0
408,USC00519397,2011-03-28,0.04
409,USC00519397,2011-03-30,0.0
410,USC00519397,2011-03-31,0.0
411,USC00519397,2011-04-01,0.05
412,USC00519397,2011-04-02,0.04
413,USC00519397,2011-04-03,0.0
414,USC00519397,2011-04-04,0.0
415,USC00519397,2011-04-05,0.0
416,USC00519397,2011-04-06,0.09
417,USC00519397,2011-04-07,1.11
418,USC00519397,2011-04-08,0.36
419,USC00519397,2011-04-09,0.02
420,USC00519397,2011-04-10,0.0
421,USC00519397,2011-04-11,0.0
422,USC00519397,2011-04-12,0.0
423,USC00519397,2011-04-13,0.0
424,USC00519397,2011-04-15,0.0
425,USC00519397,2011-04-16,0.12
426,USC00519397,2011-04-17,0.0
427,USC00519397,2011-04-18,0.0
428,USC00519397,2011-04-19,0.0
429,USC00519397,2011-04-20,0.0
430,USC00519397,2011-04-21,0.0
431,USC00519397,2011-04-22,0.0
432,USC00519397,2011-04-23,0.0
433,USC00519397,2011-04-24,0.0
434,USC00519397,2011-04-25,0.0
435,USC00519397,2011-04-26,0.0
436,USC00519397,2011-04-27,0.0
437,USC00519397,2011-04-29,0.0
438,USC00519397,2011-04-30,0.04
439,USC00519397,2011-05-01,0.0
440,USC00519397,2011-05-02,0.0
441,USC00519397,2011-05-03,2.1
442,USC00519397,2011-05-04,0.02
443,USC00519397,2011-05-05,0.12
444,USC00519397,2011-05-06,0.12
445,USC00519397,2011-05-07,0.55
446,USC00519397,2011-05-08,0.55
447,USC00519397,2011-05-09,0.02
448,USC00519397,2011-05-10,0.11
449,USC00519397,2011-05-11,0.1
450,USC00519397,2011-05-12,0.0
451,USC00519397,2011-05-13,0.0
452,USC00519397,2011-05-14,0.0
453,USC00519397,2011-05-15,0.0
454,USC00519397,2011-05-16,0.0
455,USC00519397,2011-05-17,0.0
456,USC00519397,2011-05-18,0.0
457,USC00519397,2011-05-19,0.01
458,USC00519397,2011-05-20,0.0
459,USC00519397,2011-05-21,0.0
460,USC00519397,2011-05-22,0.06
461,USC00519397,2011-05-23,0.02
462,USC00519397,2011-05-24,0.0
463,USC00519397,2011-05-25,0.0
464,USC00519397,2011-05-26,0.0
465,USC00519397,2011-05-27,0.0
466,USC00519397,2011-05-28,0.0
467,USC00519397,2011-05-29,0.0
468,USC00519397,2011-05-30,0.0
469,USC00519397,2011-05-31,0.05
470,USC00519397,2011-06-01,0.07
471,USC00519397,2011-06-02,0.0
472,USC00519397,2011-06-03,0.56
473,USC00519397,2011-06-04,0.89
474,USC00519397,2011-06-05,0.0
475,USC00519397,2011-06-06,0.0
476,USC00519397,2011-06-07,0.0
477,USC00519397,2011-06-08,0.03
478,USC00519397,2011-06-09,0.01
479,USC00519397,2011-06-10,0.0
480,USC00519397,2011-06-11,0.0
481,USC00519397,2011-06-12,0.0
482,USC00519397,2011-06-13,0.0
483,USC00519397,2011-06-14,0.0
484,USC00519397,2011-06-15,0.0
485,USC00519397,2011-06-17,0.0
486,USC00519397,2011-06-18,0.0
487,USC00519397,2011-06-19,0.05
488,USC00519397,2011-06-20,0.06
489,USC00519397,2011-06-21,0.07
491,USC00519397,2011-06-25,0.0
492,USC00519397,2011-06-26,0.0
493,USC00519397,2011-06-27,0.01
494,USC00519397,2011-06-28,0.01
495,USC00519397,2011-06-29,0.0
496,USC00519397,2011-07-01,0.05
497,USC00519397,2011-07-02,0.02
498,USC00519397,2011-07-03,0.0
499,USC00519397,2011-07-04,0.0
500,USC00519397,2011-07-05,0.01
501,USC00519397,2011-07-06,0.01
502,USC00519397,2011-07-07,0.01
503,USC00519397,2011-07-08,0.0
504,USC00519397,2011-07-09,0.03
505,USC00519397,2011-07-10,0.02
506,USC00519397,2011-07-11,0.0
507,USC00519397,2011-07-12,0.0
508,USC00519397,2011-07-13,0.15
509,USC00519397,2011-07-14,0.0
510,USC00519397,2011-07-15,0.0
511,USC00519397,2011-07-16,0.0
512,USC00519397,2011-07-17,0.04
513,USC00519397,2011-07-18,0.0
514,USC00519397,2011-07-19,0.0
515,USC00519397,2011-07-20,0.0
516,USC00519397,2011-07-21,0.03
517,USC00519397,2011-07-23,0.0
518,USC00519397,2011-07-24,0.0
519,USC00519397,2011-07-25,0.0
520,USC00519397,2011-07-26,0.0
521,USC00519397,2011-07-27,0.04
522,USC00519397,2011-07-28,0.09
523,USC00519397,2011-07-29,0.04
524,USC00519397,2011-07-30,0.12
525,USC00519397,2011-07-31,0.0
526,USC00519397,2011-08-01,0.0
527,USC00519397,2011-08-02,0.0
528,USC00519397,2011-08-03,0.0
529,USC00519397,2011-08-04,0.02
530,USC00519397,2011-08-05,0.03
531,USC00519397,2011-08-06,0.01
532,USC00519397,2011-08-07,0.0
533,USC00519397,2011-08-08,0.0
534,USC00519397,2011-08-09,0.0
535,USC00519397,2011-08-11,0.0
536,USC00519397,2011-08-12,0.0
537,USC00519397,2011-08-13,0.0
538,USC00519397,2011-08-14,0.0
539,USC00519397,2011-08-15,0.0
540,USC00519397,2011-08-16,0.0
541,USC00519397,2011-08-17,0.02
542,USC00519397,2011-08-18,0.0
543,USC00519397,2011-08-19,0.0
544,USC00519397,2011-08-20,0.07
545,USC00519397,2011-08-21,0.0
546,USC00519397,2011-08-22,0.0
547,USC00519397,2011-08-23,0.0
548,USC00519397,2011-08-24,0.0
549,USC00519397,2011-08-25,0.0
550,USC00519397,2011-08-26,0.0
551,USC00519397,2011-08-27,0.0
552,USC00519397,2011-08-28,0.05
553,USC00519397,2011-08-29,0.1
554,USC00519397,2011-08-30,0.02
555,USC00519397,2011-08-31,0.0
556,USC00519397,2011-09-02,0.0
557,USC00519397,2011-09-03,0.0
558,USC00519397,2011-09-04,0.03
559,USC00519397,2011-09-05,0.0
560,USC00519397,2011-09-06,0.0
561,USC00519397,2011-09-07,0.0
562,USC00519397,2011-09-08,0.0
563,USC00519397,2011-09-09,0.0
564,USC00519397,2011-09-10,0.0
565,USC00519397,2011-09-11,0.0
566,USC00519397,2011-09-12,0.0
567,USC00519397,2011-09-13,0.01
568,USC00519397,2011-09-14,0.0
569,USC00519397,2011-09-15,0.0
570,USC00519397,2011-09-16,0.0
571,USC00519397,2011-09-17,0.02
572,USC00519397,2011-09-18,0.04
573,USC00519397,2011-09-19,0.0
574,USC00519397,2011-09-20,0.0
575,USC00519397,2011-09-21,0.0
576,USC00519397,2011-09-22,0.03
577,USC00519397,2011-09-23,0.0
578,USC00519397,2011-09-24,0.0
579,USC00519397,2011-09-25,0.0
580,USC00519397,2011-09-26,0.0
581,USC00519397,2011-09-27,0.0
582,USC00519397,2011-09-28,0.0
583,USC00519397,2011-10-01,0.0
584,USC00519397,2011-10-02,0.0
585,USC00519397,2011-10-03,0.0
587,USC00519397,2011-10-06,0.0
588,USC00519397,2011-10-07,0.03
589,USC00519397,2011-10-08,0.0
590,USC00519397,2011-10-09,0.0
591,USC00519397,2011-10-10,0.02
592,USC00519397,2011-10-11,0.03
593,USC00519397,2011-10-12,0.0
594,USC00519397,2011-10-13,0.0
595,USC00519397,2011-10-14,0.03
596,USC00519397,2011-10-15,0.02
597,USC00519397,2011-10-16,0.0
598,USC00519397,2011-10-17,0.02
599,USC00519397,2011-10-18,0.01
600,USC00519397,2011-10-19,0.0
601,USC00519397,2011-10-20,0.0
602,USC00519397,2011-10-21,0.0
603,USC00519397,2011-10-22,0.0
604,USC00519397,2011-10-23,0.0
605,USC00519397,2011-10-24,0.14
606,USC00519397,2011-10-25,1.6
607,USC00519397,2011-10-26,0.01
608,USC00519397,2011-10-27,0.0
609,USC00519397,2011-10-28,0.05
610,USC00519397,2011-10-29,0.01
611,USC00519397,2011-10-30,0.0
612,USC00519397,2011-10-31,0.03
613,USC00519397,2011-11-01,0.58
614,USC00519397,2011-11-02,0.28
615,USC00519397,2011-11-03,0.02
616,USC00519397,2011-11-04,0.01
617,USC00519397,2011-11-05,0.0
618,USC00519397,2011-11-06,0.0
619,USC00519397,2011-11-07,0.0
620,USC00519397,2011-11-08,0.0
621,USC00519397,2011-11-09,0.02
622,USC00519397,2011-11-10,0.0
623,USC00519397,2011-11-11,0.05
624,USC00519397,2011-11-12,0.0
625,USC00519397,2011-11-13,0.0
626,USC00519397,2011-11-14,0.0
627,USC00519397,2011-11-15,0.0
628,USC00519397,2011-11-16,0.0
629,USC00519397,2011-11-17,0.0
630,USC00519397,2011-11-18,0.0
631,USC00519397,2011-11-19,0.0
632,USC00519397,2011-11-20,0.0
633,USC00519397,2011-11-21,0.01
634,USC00519397,2011-11-22,0.02
635,USC00519397,2011-11-23,0.01
636,USC00519397,2011-11-24,0.0
637,USC00519397,2011-11-25,0.01
638,USC00519397,2011-11-26,0.02
639,USC00519397,2011-11-27,0.07
640,USC00519397,2011-11-28,0.0
641,USC00519397,2011-11-29,0.0
642,USC00519397,2011-11-30,0.02
643,USC00519397,2011-12-01,0.03
644,USC00519397,2011-12-02,0.08
645,USC00519397,2011-12-03,0.0
646,USC00519397,2011-12-04,0.0
647,USC00519397,2011-12-05,0.0
648,USC00519397,2011-12-06,0.0
649,USC00519397,2011-12-07,0.0
650,USC00519397,2011-12-08,0.0
651,USC00519397,2011-12-09,0.13
652,USC00519397,2011-12-10,0.07
653,USC00519397,2011-12-11,0.07
654,USC00519397,2011-12-12,0.08
655,USC00519397,2011-12-13,0.4
656,USC00519397,2011-12-14,0.7
657,USC00519397,2011-12-15,0.0
658,USC00519397,2011-12-16,0.01
659,USC00519397,2011-12-17,0.07
660,USC00519397,2011-12-18,0.02
661,USC00519397,2011-12-19,0.15
662,USC00519397,2011-12-20,0.02
663,USC00519397,2011-12-21,0.18
664,USC00519397,2011-12-22,0.03
665,USC00519397,2011-12-23,0.04
666,USC00519397,2011-12-24,0.1
667,USC00519397,2011-12-25,0.03
668,USC00519397,2011-12-26,0.0
669,USC00519397,2011-12-27,0.0
670,USC00519397,2011-12-28,0.0
671,USC00519397,2011-12-29,0.0
672,USC00519397,2011-12-30,0.0
673,USC00519397,2011-12-31,0.01
674,USC00519397,2012-01-01,0.0
675,USC00519397,2012-01-02,0.0
676,USC00519397,2012-01-03,0.0
677,USC00519397,2012-01-04,0.0
678,USC00519397,2012-01-06,0.0
679,USC00519397,2012-01-07,0.0
680,USC00519397,2012-01-08,0.0
681,USC00519397,2012-01-10,0.0
682,USC00519397,2012-01-11,0.0
683,USC00519397,2012-01-12,0.0
684,USC00519397,2012-01-14,0.0
685,USC00519397,2012-01-15,0.0
686,USC00519397,2012-01-16,0.04
687,USC00519397,2012-01-17,0.0
688,USC00519397,2012-01-18,0.0
689,USC00519397,2012-01-19,0.02
690,USC00519397,2012-01-20,0.0
691,USC00519397,2012-01-21,0.0
692,USC00519397,2012-01-22,0.0
693,USC00519397,2012-01-23,0.0
694,USC00519397,2012-01-24,0.0
695,USC00519397,2012-01-25,0.0
696,USC00519397,2012-01-26,0.0
697,USC00519397,2012-01-27,0.04
698,USC00519397,2012-01-28,0.03
699,USC00519397,2012-01-29,1.03
700,USC00519397,2012-01-30,0.01
701,USC00519397,2012-01-31,0.0
702,USC00519397,2012-02-01,0.0
703,USC00519397,2012-02-02,0.0
704,USC00519397,2012-02-03,0.0
705,USC00519397,2012-02-04,0.0
706,USC00519397,2012-02-05,0.0
707,USC00519397,2012-02-06,0.0
708,USC00519397,2012-02-07,0.37
709,USC00519397,2012-02-08,0.28
710,USC00519397,2012-02-09,0.01
711,USC00519397,2012-02-10,0.0
712,USC00519397,2012-02-11,0.0
713,USC00519397,2012-02-12,0.0
714,USC00519397,2012-02-13,0.04
715,USC00519397,2012-02-14,0.01
716,USC00519397,2012-02-15,0.0
717,USC00519397,2012-02-16,0.0
718,USC00519397,2012-02-17,0.0
719,USC00519397,2012-02-18,0.04
720,USC00519397,2012-02-19,0.01
721,USC00519397,2012-02-20,0.0
722,USC00519397,2012-02-21,0.0
723,USC00519397,2012-02-22,0.0
724,USC00519397,2012-02-23,0.0
725,USC00519397,2012-02-24,0.0
726,USC00519397,2012-02-25,0.0
727,USC00519397,2012-02-26,0.05
728,USC00519397,2012-02-27,0.06
729,USC00519397,2012-02-28,0.0
730,USC00519397,2012-02-29,0.0
731,USC00519397,2012-03-01,0.06
732,USC00519397,2012-03-02,0.0
733,USC00519397,2012-03-03,0.03
734,USC00519397,2012-03-04,0.01
735,USC00519397,2012-03-05,1.08
736,USC00519397,2012-03-06,4.0
737,USC00519397,2012-03-07,2.42
738,USC00519397,2012-03-08,0.02
739,USC00519397,2012-03-09,0.19
740,USC00519397,2012-03-10,0.06
741,USC00519397,2012-03-11,0.0
742,USC00519397,2012-03-12,0.03
743,USC00519397,2012-03-13,0.0
744,USC00519397,2012-03-14,0.0
745,USC00519397,2012-03-15,0.0
746,USC00519397,2012-03-16,0.05
747,USC00519397,2012-03-17,0.0
748,USC00519397,2012-03-18,0.0
749,USC00519397,2012-03-19,0.0
750,USC00519397,2012-03-20,0.0
751,USC00519397,2012-03-21,0.0
