,station,date,prcp
10369,USC00519523,2012-05-07,0.0
10370,USC00519523,2012-05-08,0.0
10371,USC00519523,2012-05-09,0.0
10372,USC00519523,2012-05-10,0.0
10373,USC00519523,2012-05-11,0.0
10374,USC00519523,2012-05-12,0.0
10375,USC00519523,2012-05-13,0.0
10376,USC00519523,2012-05-14,0.0
10377,USC00519523,2012-05-15,0.0
10378,USC00519523,2012-05-16,0.0
10379,USC00519523,2012-05-17,0.01
10380,USC00519523,2012-05-18,0.0
10381,USC00519523,2012-05-19,0.0
10382,USC00519523,2012-05-20,0.0
10383,USC00519523,2012-05-21,0.0
10384,USC00519523,2012-05-22,0.0
10385,USC00519523,2012-05-23,0.0
10386,USC00519523,2012-05-24,0.0
10387,USC00519523,2012-05-25,0.0
10388,USC00519523,2012-05-26,0.01
10389,USC00519523,2012-05-27,0.01
10390,USC00519523,2012-05-28,0.0
10391,USC00519523,2012-05-29,0.0
10392,USC00519523,2012-05-30,0.0
10393,USC00519523,2012-05-31,0.15
10394,USC00519523,2012-06-01,0.0
10395,USC00519523,2012-06-02,0.0
10396,USC00519523,2012-06-03,0.0
10397,USC00519523,2012-06-04,0.0
10398,USC00519523,2012-06-05,0.0
10399,USC00519523,2012-06-06,0.12
10400,USC00519523,2012-06-07,0.0
10401,USC00519523,2012-06-08,0.0
10402,USC00519523,2012-06-09,0.0
10403,USC00519523,2012-06-10,0.0
10404,USC00519523,2012-06-11,0.0
10405,USC00519523,2012-06-12,0.01
10406,USC00519523,2012-06-13,0.01
10407,USC00519523,2012-06-14,0.0
10408,USC00519523,2012-06-15,0.0
10409,USC00519523,2012-06-16,0.0
10410,USC00519523,2012-06-17,0.0
10411,USC00519523,2012-06-18,0.0
10412,USC00519523,2012-06-19,0.25
10413,USC00519523,2012-06-20,0.25
10414,USC00519523,2012-06-21,0.0
10415,USC00519523,2012-06-22,0.0
10416,USC00519523,2012-06-23,0.1
10417,USC00519523,2012-06-24,0.0
10418,USC00519523,2012-06-25,0.51
10419,USC00519523,2012-06-26,0.19
10420,USC00519523,2012-06-27,0.15
10421,USC00519523,2012-06-28,0.0
10422,USC00519523,2012-06-29,0.06
10423,USC00519523,2012-06-30,0.0
10424,USC00519523,2012-07-01,0.0
10425,USC00519523,2012-07-02,0.0
10426,USC00519523,2012-07-03,0.2
10427,USC00519523,2012-07-04,0.0
10428,USC00519523,2012-07-05,0.13
10429,USC00519523,2012-07-06,0.07
10430,USC00519523,2012-07-07,0.07
10431,USC00519523,2012-07-08,0.01
10432,USC00519523,2012-07-09,0.0
10433,USC00519523,2012-07-10,0.0
10434,USC00519523,2012-07-11,0.0
10435,USC00519523,2012-07-12,0.0
10436,USC00519523,2012-07-13,0.0
10437,USC00519523,2012-07-14,0.02
10438,USC00519523,2012-07-15,0.0
10439,USC00519523,2012-07-16,0.01
10440,USC00519523,2012-07-17,0.02
10441,USC00519523,2012-07-18,0.02
10442,USC00519523,2012-07-19,0.07
10443,USC00519523,2012-07-20,0.05
10444,USC00519523,2012-07-21,0.0
10445,USC00519523,2012-07-22,0.0
10446,USC00519523,2012-07-23,0.03
10447,USC00519523,2012-07-24,0.0
10448,USC00519523,2012-07-25,0.0
10449,USC00519523,2012-07-26,0.0
10450,USC00519523,2012-07-27,0.0
10451,USC00519523,2012-07-28,0.05
10452,USC00519523,2012-07-29,0.0
10453,USC00519523,2012-07-30,0.02
10454,USC00519523,2012-07-31,0.0
10455,USC00519523,2012-08-01,0.0
10456,USC00519523,2012-08-02,0.0
10457,USC00519523,2012-08-03,0.0
10458,USC00519523,2012-08-04,0.0
10459,USC00519523,2012-08-05,0.05
10460,USC00519523,2012-08-06,0.02
10461,USC00519523,2012-08-07,0.0
10462,USC00519523,2012-08-08,0.01
10463,USC00519523,2012-08-09,0.03
10464,USC00519523,2012-08-10,0.0
10465,USC00519523,2012-08-11,0.19
10466,USC00519523,2012-08-12,0.0
10467,USC00519523,2012-08-13,0.0
10468,USC00519523,2012-08-14,0.09
10469,USC00519523,2012-08-15,0.0
10470,USC00519523,2012-08-16,0.0
10471,USC00519523,2012-08-17,0.0
10472,USC00519523,2012-08-18,0.03
10473,USC00519523,2012-08-19,0.05
10474,USC00519523,2012-08-20,0.0
10475,USC00519523,2012-08-21,0.02
10476,USC00519523,2012-08-22,0.01
10477,USC00519523,2012-08-23,0.0
10478,USC00519523,2012-08-24,0.0
10479,USC00519523,2012-08-25,0.0
10480,USC00519523,2012-08-26,0.01
10481,USC00519523,2012-08-27,0.04
10482,USC00519523,2012-08-28,0.03
10483,USC00519523,2012-08-29,0.05
10484,USC00519523,2012-08-30,0.04
10485,USC00519523,2012-08-31,0.0
10486,USC00519523,2012-09-01,0.0
10487,USC00519523,2012-09-02,0.0
10488,USC00519523,2012-09-03,0.0
10489,USC00519523,2012-09-04,0.0
10490,USC00519523,2012-09-05,0.0
10491,USC00519523,2012-09-06,0.07
10492,USC00519523,2012-09-07,0.02
10493,USC00519523,2012-09-08,0.14
10494,USC00519523,2012-09-09,0.02
10495,USC00519523,2012-09-10,0.0
10496,USC00519523,2012-09-11,0.0
10497,USC00519523,2012-09-12,0.05
10498,USC00519523,2012-09-13,0.0
10499,USC00519523,2012-09-14,0.19
10500,USC00519523,2012-09-15,0.0
10501,USC00519523,2012-09-16,0.0
10502,USC00519523,2012-09-17,0.0
10503,USC00519523,2012-09-18,0.13
10504,USC00519523,2012-09-19,0.27
10505,USC00519523,2012-09-20,0.21
10506,USC00519523,2012-09-21,0.05
10507,USC00519523,2012-09-22,0.0
10508,USC00519523,2012-09-23,0.09
10509,USC00519523,2012-09-24,0.1
10510,USC00519523,2012-09-25,0.03
10511,USC00519523,2012-09-26,0.01
10512,USC00519523,2012-09-27,0.0
10513,USC00519523,2012-09-28,0.0
10514,USC00519523,2012-09-29,0.0
10515,USC00519523,2012-09-30,0.04
10516,USC00519523,2012-10-01,0.01
10517,USC00519523,2012-10-02,0.0
10518,USC00519523,2012-10-03,0.0
10519,USC00519523,2012-10-04,0.0
10520,USC00519523,2012-10-05,0.0
10521,USC00519523,2012-10-06,0.0
10522,USC00519523,2012-10-07,0.0
10523,USC00519523,2012-10-08,0.0
10524,USC00519523,2012-10-09,0.0
10525,USC00519523,2012-10-10,0.0
10526,USC00519523,2012-10-11,0.03
10527,USC00519523,2012-10-12,0.0
10528,USC00519523,2012-10-13,0.0
10529,USC00519523,2012-10-14,0.0
10530,USC00519523,2012-10-15,0.2
10531,USC00519523,2012-10-16,0.0
10532,USC00519523,2012-10-17,0.0
10533,USC00519523,2012-10-18,0.14
10534,USC00519523,2012-10-19,0.03
10535,USC00519523,2012-10-20,0.0
10536,USC00519523,2012-10-21,0.0
10537,USC00519523,2012-10-22,0.0
10538,USC00519523,2012-10-23,0.0
10539,USC00519523,2012-10-24,0.0
10540,USC00519523,2012-10-25,0.82
10541,USC00519523,2012-10-26,0.0
10542,USC00519523,2012-10-27,0.0
10543,USC00519523,2012-10-28,0.05
10544,USC00519523,2012-10-29,0.11
10545,USC00519523,2012-10-30,0.12
10547,USC00519523,2012-11-02,0.0
10548,USC00519523,2012-11-03,0.0
10549,USC00519523,2012-11-04,0.0
10550,USC00519523,2012-11-05,0.0
10551,USC00519523,2012-11-06,0.0
10552,USC00519523,2012-11-07,0.1
10553,USC00519523,2012-11-08,0.0
10554,USC00519523,2012-11-09,0.0
10555,USC00519523,2012-11-10,0.0
10556,USC00519523,2012-11-11,0.0
10557,USC00519523,2012-11-12,0.0
10558,USC00519523,2012-11-13,0.03
10559,USC00519523,2012-11-14,0.1
10560,USC00519523,2012-11-15,0.0
10562,USC00519523,2012-11-17,0.1
10563,USC00519523,2012-11-18,0.0
10564,USC00519523,2012-11-19,0.0
10565,USC00519523,2012-11-20,0.0
10566,USC00519523,2012-11-21,0.0
10567,USC00519523,2012-11-22,0.0
10568,USC00519523,2012-11-23,0.0
10569,USC00519523,2012-11-24,0.0
10570,USC00519523,2012-11-25,0.0
10571,USC00519523,2012-11-26,0.16
10572,USC00519523,2012-11-27,0.0
10573,USC00519523,2012-11-28,0.0
10574,USC00519523,2012-11-29,0.0
10575,USC00519523,2012-11-30,0.0
10576,USC00519523,2012-12-01,0.0
10577,USC00519523,2012-12-02,0.0
10578,USC00519523,2012-12-03,0.0
10579,USC00519523,2012-12-04,0.08
10580,USC00519523,2012-12-05,1.02
10581,USC00519523,2012-12-06,0.01
10582,USC00519523,2012-12-07,0.0
10583,USC00519523,2012-12-08,0.0
10584,USC00519523,2012-12-09,0.0
10585,USC00519523,2012-12-10,0.0
10586,USC00519523,2012-12-11,0.0
10587,USC00519523,2012-12-12,0.04
10588,USC00519523,2012-12-13,0.13
10589,USC00519523,2012-12-14,0.09
10590,USC00519523,2012-12-15,0.12
10591,USC00519523,2012-12-16,0.04
10592,USC00519523,2012-12-17,0.09
10593,USC00519523,2012-12-18,0.22
10594,USC00519523,2012-12-19,0.04
10595,USC00519523,2012-12-20,0.1
10596,USC00519523,2012-12-21,0.02
10597,USC00519523,2012-12-22,0.0
10598,USC00519523,2012-12-23,0.0
10599,USC00519523,2012-12-24,0.0
10600,USC00519523,2012-12-25,0.1
10601,USC00519523,2012-12-26,0.03
10602,USC00519523,2012-12-27,0.0
10603,USC00519523,2012-12-28,0.0
10604,USC00519523,2012-12-29,0.0
10605,USC00519523,2012-12-30,0.03
10606,USC00519523,2012-12-31,0.0
10607,USC00519523,2013-01-01,0.38
10608,USC00519523,2013-01-02,0.13
10609,USC00519523,2013-01-03,0.43
10610,USC00519523,2013-01-04,0.05
10611,USC00519523,2013-01-05,0.23
10612,USC00519523,2013-01-06,0.11
10613,USC00519523,2013-01-07,0.02
10614,USC00519523,2013-01-08,0.06
10615,USC00519523,2013-01-09,0.17
10616,USC00519523,2013-01-10,0.01
10617,USC00519523,2013-01-11,0.0
10618,USC00519523,2013-01-12,0.08
10619,USC00519523,2013-01-13,0.06
10620,USC00519523,2013-01-14,0.0
10621,USC00519523,2013-01-15,1.07
10622,USC00519523,2013-01-16,0.0
10623,USC00519523,2013-01-17,0.0
10624,USC00519523,2013-01-18,0.01
10625,USC00519523,2013-01-19,0.05
10626,USC00519523,2013-01-20,0.0
10627,USC00519523,2013-01-21,0.0
10628,USC00519523,2013-01-22,0.0
10630,USC00519523,2013-01-25,0.43
10631,USC00519523,2013-01-26,0.01
10632,USC00519523,2013-01-27,0.02
10633,USC00519523,2013-01-28,2.48
10634,USC00519523,2013-01-29,0.61
10635,USC00519523,2013-01-30,0.03
10636,USC00519523,2013-01-31,0.02
10637,USC00519523,2013-02-01,0.01
10638,USC00519523,2013-02-02,0.0
10639,USC00519523,2013-02-03,0.0
10640,USC00519523,2013-02-04,0.01
10641,USC00519523,2013-02-05,0.01
10642,USC00519523,2013-02-06,0.0
10643,USC00519523,2013-02-07,0.09
10644,USC00519523,2013-02-08,0.0
10645,USC00519523,2013-02-09,0.06
10646,USC00519523,2013-02-10,0.0
10647,USC00519523,2013-02-11,0.08
10648,USC00519523,2013-02-12,0.06
10649,USC00519523,2013-02-13,0.0
10650,USC00519523,2013-02-14,0.0
10651,USC00519523,2013-02-15,0.0
10652,USC00519523,2013-02-16,0.03
10653,USC00519523,2013-02-17,0.0
10654,USC00519523,2013-02-18,0.0
10655,USC00519523,2013-02-19,0.16
10656,USC00519523,2013-02-20,0.03
10657,USC00519523,2013-02-21,0.13
10658,USC00519523,2013-02-22,0.25
10659,USC00519523,2013-02-23,0.05
10660,USC00519523,2013-02-24,0.0
10661,USC00519523,2013-02-25,0.07
10662,USC00519523,2013-02-26,0.03
10663,USC00519523,2013-02-27,0.0
10664,USC00519523,2013-02-28,0.0
10665,USC00519523,2013-03-01,0.0
10666,USC00519523,2013-03-02,0.03
10667,USC00519523,2013-03-03,0.0
10668,USC00519523,2013-03-04,0.0
10669,USC00519523,2013-03-05,0.0
10670,USC00519523,2013-03-06,0.0
10671,USC00519523,2013-03-07,0.04
10672,USC00519523,2013-03-08,0.0
10673,USC00519523,2013-03-09,0.13
10674,USC00519523,2013-03-10,1.11
10675,USC00519523,2013-03-11,1.02
10676,USC00519523,2013-03-12,0.02
10677,USC00519523,2013-03-13,0.06
10678,USC00519523,2013-03-14,0.13
10679,USC00519523,2013-03-15,0.0
10680,USC00519523,2013-03-16,0.0
10681,USC00519523,2013-03-17,0.0
10682,USC00519523,2013-03-18,0.09
10683,USC00519523,2013-03-19,0.0
10684,USC00519523,2013-03-20,0.0
10685,USC00519523,2013-03-21,0.0
10686,USC00519523,2013-03-22,0.0
10687,USC00519523,2013-03-23,0.59
10689,USC00519523,2013-03-26,0.0
10690,USC00519523,2013-03-27,0.12
10691,USC00519523,2013-03-28,0.03
10692,USC00519523,2013-03-29,0.15
10693,USC00519523,2013-03-30,0.03
10694,USC00519523,2013-03-31,0.02
10695,USC00519523,2013-04-01,0.0
10696,USC00519523,2013-04-02,0.01
10697,USC00519523,2013-04-03,0.0
10698,USC00519523,2013-04-04,0.02
10699,USC00519523,2013-04-05,0.0
10700,USC00519523,2013-04-06,0.0
10701,USC00519523,2013-04-07,0.0
10702,USC00519523,2013-04-08,0.0
10703,USC00519523,2013-04-09,0.0
10704,USC00519523,2013-04-10,0.0
10705,USC00519523,2013-04-11,0.0
10706,USC00519523,2013-04-12,0.0
10707,USC00519523,2013-04-13,0.0
10708,USC00519523,2013-04-14,0.0
10709,USC00519523,2013-04-15,0.44
10710,USC00519523,2013-04-16,0.01
10711,USC00519523,2013-04-17,0.0
10712,USC00519523,2013-04-18,0.0
10713,USC00519523,2013-04-19,0.01
10714,USC00519523,2013-04-20,0.0
10715,USC00519523,2013-04-21,0.0
10716,USC00519523,2013-04-22,0.35
10717,USC00519523,2013-04-23,0.34
10718,USC00519523,2013-04-24,2.05
10720,USC00519523,2013-04-27,0.0
10721,USC00519523,2013-04-28,0.0
10722,USC00519523,2013-04-29,0.0
10723,USC00519523,2013-04-30,0.0
10724,USC00519523,2013-05-01,0.0
10725,USC00519523,2013-05-02,0.0
10726,USC00519523,2013-05-03,0.0
10727,USC00519523,2013-05-04,0.0
10728,USC00519523,2013-05-05,0.15
10729,USC00519523,2013-05-06,1.24
10730,USC00519523,2013-05-07,0.04
10731,USC00519523,2013-05-08,0.0
10732,USC00519523,2013-05-09,0.0
10733,USC00519523,2013-05-10,0.26
10734,USC00519523,2013-05-11,0.16
10735,USC00519523,2013-05-12,0.4
10736,USC00519523,2013-05-13,0.12
10737,USC00519523,2013-05-14,0.02
10738,USC00519523,2013-05-15,0.0
10739,USC00519523,2013-05-16,0.0
10740,USC00519523,2013-05-17,0.0
10741,USC00519523,2013-05-18,0.13
10742,USC00519523,2013-05-19,0.06
10743,USC00519523,2013-05-20,1.96
10744,USC00519523,2013-05-21,0.0
10745,USC00519523,2013-05-22,0.0
10746,USC00519523,2013-05-23,0.03
10747,USC00519523,2013-05-24,0.0
10748,USC00519523,2013-05-25,0.08
10749,USC00519523,2013-05-26,0.06
10750,USC00519523,2013-05-27,0.0
10751,USC00519523,2013-05-28,0.1
10752,USC00519523,2013-05-29,0.0
10753,USC00519523,2013-05-30,0.0
10754,USC00519523,2013-05-31,0.0
10755,USC00519523,2013-06-01,0.0
10756,USC00519523,2013-06-02,0.08
10757,USC00519523,2013-06-03,0.02
10758,USC00519523,2013-06-04,0.0
10759,USC00519523,2013-06-05,0.0
10760,USC00519523,2013-06-06,0.0
10761,USC00519523,2013-06-07,0.07
10762,USC00519523,2013-06-08,0.0
10763,USC00519523,2013-06-09,0.0
10764,USC00519523,2013-06-10,0.0
10765,USC00519523,2013-06-11,0.0
10766,USC00519523,2013-06-12,0.0
10767,USC00519523,2013-06-13,0.0
10768,USC00519523,2013-06-14,0.28
10769,USC00519523,2013-06-15,0.0
10770,USC00519523,2013-06-16,0.0
10771,USC00519523,2013-06-17,0.0
10772,USC00519523,2013-06-18,0.0
10773,USC00519523,2013-06-19,0.0
10774,USC00519523,2013-06-20,0.07
10775,USC00519523,2013-06-21,0.32
10776,USC00519523,2013-06-22,0.13
10777,USC00519523,2013-06-23,0.08
10778,USC00519523,2013-06-24,0.01
10779,USC00519523,2013-06-25,0.18
10780,USC00519523,2013-06-26,0.42
10781,USC00519523,2013-06-27,0.02
10782,USC00519523,2013-06-29,0.05
10783,USC00519523,2013-06-30,0.0
10784,USC00519523,2013-07-01,0.0
10785,USC00519523,2013-07-02,0.16
10786,USC00519523,2013-07-03,0.0
10787,USC00519523,2013-07-04,0.0
10788,USC00519523,2013-07-05,0.0
10789,USC00519523,2013-07-06,0.0
10790,USC00519523,2013-07-07,0.0
10791,USC00519523,2013-07-08,0.02
10792,USC00519523,2013-07-09,0.0
10793,USC00519523,2013-07-10,0.07
10794,USC00519523,2013-07-11,0.06
10795,USC00519523,2013-07-12,0.02
10796,USC00519523,2013-07-13,0.0
10797,USC00519523,2013-07-14,0.0
10798,USC00519523,2013-07-15,0.0
10799,USC00519523,2013-07-16,0.0
10800,USC00519523,2013-07-17,0.0
10801,USC00519523,2013-07-18,0.0
10802,USC00519523,2013-07-19,0.0
10803,USC00519523,2013-07-20,0.0
10804,USC00519523,2013-07-21,0.0
10805,USC00519523,2013-07-22,0.2
10806,USC00519523,2013-07-23,0.2
10807,USC00519523,2013-07-24,0.01
10808,USC00519523,2013-07-25,0.0
10809,USC00519523,2013-07-26,0.0
10811,USC00519523,2013-07-29,0.2
10812,USC00519523,2013-07-30,0.27
10813,USC00519523,2013-07-31,0.08
10814,USC00519523,2013-08-01,0.15
10815,USC00519523,2013-08-02,0.04
10816,USC00519523,2013-08-03,0.0
10817,USC00519523,2013-08-04,0.0
10818,USC00519523,2013-08-05,0.0
10819,USC00519523,2013-08-06,0.0
10820,USC00519523,2013-08-07,0.0
10821,USC00519523,2013-08-08,0.0
10822,USC00519523,2013-08-09,0.0
10823,USC00519523,2013-08-10,1.67
10824,USC00519523,2013-08-11,0.42
10825,USC00519523,2013-08-12,0.01
10826,USC00519523,2013-08-13,0.0
10827,USC00519523,2013-08-14,0.05
10828,USC00519523,2013-08-15,0.0
10829,USC00519523,2013-08-16,0.05
10830,USC00519523,2013-08-17,0.0
10831,USC00519523,2013-08-18,0.0
10832,USC00519523,2013-08-19,0.0
10833,USC00519523,2013-08-20,0.0
10834,USC00519523,2013-08-21,0.43
10835,USC00519523,2013-08-22,0.0
10836,USC00519523,2013-08-23,0.0
10837,USC00519523,2013-08-24,0.05
10838,USC00519523,2013-08-25,0.0
10839,USC00519523,2013-08-26,0.0
10840,USC00519523,2013-08-27,0.0
10841,USC00519523,2013-08-28,0.0
10842,USC00519523,2013-08-29,0.19
10844,USC00519523,2013-09-01,0.09
10845,USC00519523,2013-09-02,0.0
10846,USC00519523,2013-09-03,0.05
10847,USC00519523,2013-09-04,0.04
10848,USC00519523,2013-09-05,0.0
10849,USC00519523,2013-09-06,0.0
10850,USC00519523,2013-09-07,0.53
10852,USC00519523,2013-09-10,0.0
10853,USC00519523,2013-09-11,0.25
10854,USC00519523,2013-09-12,0.05
10855,USC00519523,2013-09-13,0.32
10856,USC00519523,2013-09-14,0.09
10857,USC00519523,2013-09-15,0.15
10858,USC00519523,2013-09-16,0.02
10859,USC00519523,2013-09-17,0.07
10860,USC00519523,2013-09-18,0.06
10861,USC00519523,2013-09-19,0.04
10862,USC00519523,2013-09-20,0.0
10864,USC00519523,2013-09-23,0.0
10866,USC00519523,2013-09-26,0.49
10867,USC00519523,2013-09-27,0.02
10868,USC00519523,2013-09-28,0.0
10869,USC00519523,2013-09-29,0.07
10870,USC00519523,2013-09-30,0.13
10871,USC00519523,2013-10-01,0.0
10872,USC00519523,2013-10-02,0.0
10873,USC00519523,2013-10-03,0.0
10874,USC00519523,2013-10-04,0.0
10876,USC00519523,2013-10-07,0.0
10877,USC00519523,2013-10-08,0.0
10878,USC00519523,2013-10-09,0.0
10879,USC00519523,2013-10-10,0.07
10880,USC00519523,2013-10-11,0.0
10881,USC00519523,2013-10-12,0.06
10882,USC00519523,2013-10-13,0.0
10883,USC00519523,2013-10-14,0.68
10884,USC00519523,2013-10-15,0.0
10885,USC00519523,2013-10-16,0.0
10886,USC00519523,2013-10-17,0.0
10887,USC00519523,2013-10-18,0.05
10888,USC00519523,2013-10-19,0.0
10889,USC00519523,2013-10-20,0.01
10890,USC00519523,2013-10-21,0.0
10891,USC00519523,2013-10-22,0.0
10892,USC00519523,2013-10-23,0.0
10893,USC00519523,2013-10-24,0.11
10894,USC00519523,2013-10-25,0.0
10895,USC00519523,2013-10-26,0.0
10897,USC00519523,2013-10-29,0.0
10898,USC00519523,2013-10-30,0.0
10899,USC00519523,2013-10-31,0.0
10900,USC00519523,2013-11-01,0.0
10901,USC00519523,2013-11-02,0.07
10902,USC00519523,2013-11-03,0.0
10903,USC00519523,2013-11-04,0.0
10904,USC00519523,2013-11-05,0.0
10905,USC00519523,2013-11-06,0.05
10906,USC00519523,2013-11-07,0.2
10907,USC00519523,2013-11-08,0.02
10908,USC00519523,2013-11-09,0.04
10909,USC00519523,2013-11-10,4.76
10910,USC00519523,2013-11-11,0.03
10911,USC00519523,2013-11-12,0.24
10912,USC00519523,2013-11-13,0.0
10913,USC00519523,2013-11-14,0.05
10914,USC00519523,2013-11-15,0.78
10917,USC00519523,2013-11-21,0.0
10918,USC00519523,2013-11-22,0.0
10919,USC00519523,2013-11-23,0.0
10920,USC00519523,2013-11-24,0.0
10921,USC00519523,2013-11-25,0.0
10922,USC00519523,2013-11-26,0.0
10923,USC00519523,2013-11-27,0.0
10924,USC00519523,2013-11-28,0.0
10925,USC00519523,2013-11-29,0.0
10926,USC00519523,2013-11-30,0.38
10927,USC00519523,2013-12-01,0.09
10928,USC00519523,2013-12-02,2.25
10929,USC00519523,2013-12-03,0.09
10930,USC00519523,2013-12-04,0.0
10931,USC00519523,2013-12-05,0.0
10932,USC00519523,2013-12-06,0.0
10933,USC00519523,2013-12-07,0.0
10934,USC00519523,2013-12-08,0.0
10935,USC00519523,2013-12-09,0.0
10936,USC00519523,2013-12-10,0.03
10937,USC00519523,2013-12-11,0.0
10938,USC00519523,2013-12-12,0.02
10939,USC00519523,2013-12-13,0.02
10940,USC00519523,2013-12-14,0.0
10941,USC00519523,2013-12-15,0.1
10942,USC00519523,2013-12-16,0.88
10943,USC00519523,2013-12-17,0.0
10944,USC00519523,2013-12-18,0.0
10945,USC00519523,2013-12-19,0.35
10946,USC00519523,2013-12-20,0.01
10947,USC00519523,2013-12-21,0.0
10948,USC00519523,2013-12-22,0.01
10949,USC00519523,2013-12-23,0.08
10950,USC00519523,2013-12-24,0.04
10951,USC00519523,2013-12-25,0.0
10952,USC00519523,2013-12-26,0.0
10953,USC00519523,2013-12-27,0.0
10954,USC00519523,2013-12-28,0.06
10955,USC00519523,2013-12-29,0.16
10956,USC00519523,2013-12-30,0.01
10957,USC00519523,2013-12-31,0.17
10958,USC00519523,2014-01-01,0.01
10959,USC00519523,2014-01-02,0.15
10960,USC00519523,2014-01-03,0.92
10961,USC00519523,2014-01-04,0.0
10962,USC00519523,2014-01-05,0.0
10963,USC00519523,2014-01-06,0.23
10964,USC00519523,2014-01-07,0.0
10965,USC00519523,2014-01-08,0.0
10966,USC00519523,2014-01-09,0.12
10967,USC00519523,2014-01-10,0.01
10968,USC00519523,2014-01-11,0.0
10969,USC00519523,2014-01-12,0.0
10970,USC00519523,2014-01-13,0.0
10971,USC00519523,2014-01-14,0.44
10972,USC00519523,2014-01-15,0.28
10973,USC00519523,2014-01-16,0.3
10974,USC00519523,2014-01-17,0.15
10975,USC00519523,2014-01-18,0.13
10976,USC00519523,2014-01-19,0.0
10977,USC00519523,2014-01-20,0.17
10978,USC00519523,2014-01-21,0.0
10979,USC00519523,2014-01-22,0.31
10981,USC00519523,2014-01-25,0.0
10983,USC00519523,2014-01-28,0.44
10984,USC00519523,2014-01-29,0.21
10985,USC00519523,2014-01-30,0.08
10986,USC00519523,2014-01-31,0.0
10987,USC00519523,2014-02-01,0.95
10988,USC00519523,2014-02-02,0.57
10989,USC00519523,2014-02-03,0.02
10990,USC00519523,2014-02-04,1.48
10991,USC00519523,2014-02-05,0.55
10992,USC00519523,2014-02-06,0.15
10993,USC00519523,2014-02-07,0.17
10994,USC00519523,2014-02-08,1.81
10995,USC00519523,2014-02-09,0.44
10996,USC00519523,2014-02-10,0.03
10997,USC00519523,2014-02-11,0.0
10998,USC00519523,2014-02-12,0.05
10999,USC00519523,2014-02-13,0.0
11000,USC00519523,2014-02-14,0.0
11001,USC00519523,2014-02-15,0.4
11002,USC00519523,2014-02-16,0.03
11003,USC00519523,2014-02-17,0.33
11004,USC00519523,2014-02-18,0.14
11005,USC00519523,2014-02-19,0.0
11006,USC00519523,2014-02-20,0.0
11007,USC00519523,2014-02-21,0.34
11008,USC00519523,2014-02-22,0.0
11009,USC00519523,2014-02-23,0.0
11010,USC00519523,2014-02-24,0.0
11011,USC00519523,2014-02-25,0.05
11012,USC00519523,2014-02-26,0.14
11013,USC00519523,2014-02-27,0.13
11014,USC00519523,2014-02-28,0.21
11015,USC00519523,2014-03-01,0.24
11017,USC00519523,2014-03-04,0.03
11018,USC00519523,2014-03-05,0.0
11019,USC00519523,2014-03-06,0.0
11020,USC00519523,2014-03-07,0.33
11021,USC00519523,2014-03-08,0.91
11022,USC00519523,2014-03-09,0.44
11023,USC00519523,2014-03-10,0.03
11024,USC00519523,2014-03-11,0.0
11025,USC00519523,2014-03-12,0.0
11026,USC00519523,2014-03-13,0.0
11027,USC00519523,2014-03-14,0.0
11028,USC00519523,2014-03-15,0.58
11029,USC00519523,2014-03-16,0.08
11030,USC00519523,2014-03-17,0.03
11031,USC00519523,2014-03-18,0.03
11032,USC00519523,2014-03-19,0.0
11033,USC00519523,2014-03-20,0.0
11034,USC00519523,2014-03-21,0.0
11035,USC00519523,2014-03-22,0.03
11036,USC00519523,2014-03-23,0.0
11037,USC00519523,2014-03-24,0.0
11038,USC00519523,2014-03-25,0.11
11039,USC00519523,2014-03-26,0.41
11040,USC00519523,2014-03-27,0.18
11041,USC00519523,2014-03-28,0.0
11042,USC00519523,2014-03-29,0.95
11043,USC00519523,2014-03-30,0.37
11044,USC00519523,2014-03-31,0.07
11045,USC00519523,2014-04-01,0.0
11046,USC00519523,2014-04-02,0.02
11047,USC00519523,2014-04-03,0.1
11048,USC00519523,2014-04-04,0.0
11049,USC00519523,2014-04-05,0.0
11050,USC00519523,2014-04-06,0.0
11051,USC00519523,2014-04-07,0.2
11052,USC00519523,2014-04-08,0.23
11054,USC00519523,2014-04-11,0.01
11055,USC00519523,2014-04-12,0.17
11056,USC00519523,2014-04-13,0.01
11057,USC00519523,2014-04-14,0.02
11058,USC00519523,2014-04-15,0.05
11059,USC00519523,2014-04-16,0.15
11060,USC00519523,2014-04-17,0.0
11061,USC00519523,2014-04-18,0.0
11062,USC00519523,2014-04-19,0.09
11063,USC00519523,2014-04-20,0.0
11064,USC00519523,2014-04-21,0.21
11065,USC00519523,2014-04-22,0.13
11067,USC00519523,2014-04-25,0.0
11068,USC00519523,2014-04-26,0.0
11069,USC00519523,2014-04-27,0.3
11070,USC00519523,2014-04-28,0.04
11071,USC00519523,2014-04-29,0.0
11072,USC00519523,2014-05-01,0.0
11073,USC00519523,2014-05-02,0.09
11074,USC00519523,2014-05-03,0.03
11075,USC00519523,2014-05-04,0.0
11078,USC00519523,2014-05-10,0.0
11079,USC00519523,2014-05-11,0.0
11080,USC00519523,2014-05-12,0.55
11081,USC00519523,2014-05-13,0.0
11082,USC00519523,2014-05-14,0.0
11083,USC00519523,2014-05-15,0.0
11084,USC00519523,2014-05-16,0.34
11085,USC00519523,2014-05-17,0.0
11086,USC00519523,2014-05-18,0.0
11087,USC00519523,2014-05-19,0.0
11088,USC00519523,2014-05-20,0.01
